0.0223	0.0181
0.0094	0.0086
0.0069	0.0058
0.0051	0.0022
0.0017	0.0017
0.0017	0.0017
0.0017	0.0017
0.0012	0.0008
0.0016	0.0016
0.0054	0.0040
0.0027	0.0027
0.0033	0.0033
0.0181	0.0176
0.0054	0.0040
0.0033	0.0033
0.0027	0.0027
0.0176	0.0172
0.0069	0.0049
0.0016	0.0016
0.0042	0.0033
0.0033	0.0022
0.0017	0.0017
0.0017	0.0017
0.0017	0.0017
0.0012	0.0008
0.0172	0.0145
0.0017	0.0017
0.0145	0.0143
0.0017	0.0017
0.0143	0.0139
0.0019	0.0019
0.0139	0.0138
0.0019	0.0019
0.0138	0.0105
0.0041	0.0039
0.0033	0.0033
0.0026	0.0026
0.0026	0.0026
0.0018	0.0018
0.0091	0.0089
0.0048	0.0048
0.0089	0.0088
0.0033	0.0033
0.0088	0.0086
0.0037	0.0037
0.0086	0.0078
0.0025	0.0025
0.0078	0.0071
0.0054	0.0050
0.0034	0.0034
0.0041	0.0038
0.0026	0.0026
0.0038	0.0029
0.0029	0.0015
0.0014	0.0014
0.0054	0.0050
0.0034	0.0034
0.0041	0.0038
0.0026	0.0026
0.0038	0.0029
0.0029	0.0015
0.0014	0.0014
0.0020	0.0020
0.0013	0.0013
0.0013	0.0013
0.0009	0.0009
0.0024	0.0024
0.0017	0.0017
0.0014	0.0014
0.0015	0.0015
0.0009	0.0009
0.0015	0.0015
0.0013	0.0013
0.0013	0.0013
0.0009	0.0009
0.0024	0.0024
0.0017	0.0017
0.0014	0.0014
