0	0
0	0
0	0
0	0
2929304040	7788696210
0	0
2573974260	7930330493
14837184960	114082859160
0	0
0	0
3052013094	14075859240
0	0
0	0
0	0
0	0
3052013094	14075859240
0	0
0	0
0	0
0	0
0	0
2929304040	7788696210
0	0
2573974260	7930330493
14837184960	114082859160
0	0
8.10E+10	1.73E+11
0	0
8.10E+10	1.73E+11
0	0
7.55E+10	1.58E+11
0	0
7.55E+10	1.58E+11
0	0
0	0
1088279063	4913950860
0	0
1135321980	3194993369
3.53E+09	2.32E+11
0	0
450662160	1472799598
0	0
554661120	1527400851
0	0
554661120	1527400851
0	0
4480621860	16141207985
0	0
0	0
1347305787	10745892540
0	0
1113733457	6461935380
0	0
3111302220	14280549131
3111302220	16554449525
0	0
1347305787	10745892540
0	0
1113733457	6461935380
0	0
3111302220	14280549131
3111302220	16554449525
0	0
0	0
6976596900	14958000000
0	0
0	0
3880500000	13499865000
0	0
5512000000	13499865000
0	0
5512000000	13499865000
0	0
6976596900	14958000000
0	0
0	0
3880500000	13499865000
0	0
