533023.6141	1499129
216348.7919	608481
151013.2219	424725
72877.78322	118426
38772.68265	63006
31202.77445	50705
31202.77445	50705
63609.90467	103366
89117.34265	144816
301003.8881	489131
94425.41905	153441
151268.5926	245811
415500.171	1168594
179631.3526	291901
197625.0967	321141
123899.2493	201336
394032.0636	1108215
164121.9862	461593
124574.6683	202434
72663.61559	118078
72663.61559	118078
49879.44071	81054
36262.68382	58927
39846.78629	64751
80951.59935	131546
327301.085	920534
30640.76421	49791
292754.1642	823371
30640.76421	49791
280344.1084	788468
37558.38572	61032
269512.5383	758004
37558.38572	61032
207307.4905	583052
64118.73031	104193
53713.2604	87284
54424.98972	88441
54424.98972	88441
23175.43725	37660
186708.2463	303401
136060.2981	221098
192263.1519	312428
101450.8022	164858
208889.3439	339445
132634.2586	215531
248909.0662	404477
157891.3479	256573
198325.8223	322279
160859.6662	261397
448530.5896	728862
154901.5549	251715
109059.3485	177221
186553.2351	303149
132439.4638	215214
175037.9057	284437
160859.6662	261397
448530.5896	728862
154901.555	251715
109059.3485	177221
186553.2377	303149
131751.4693	214096
173157.3331	281381
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
1280000	2080000
